t,x,y,z
37.0,0.53182,1.501561,0.930771
37.1,0.523029,1.503874,0.938004
37.2,0.514307,1.505631,0.945352
37.3,0.505062,1.50666,0.949624
37.4,0.495435,1.506292,0.952715
37.5,0.484093,1.505365,0.957465
37.6,0.471681,1.503179,0.962265
37.7,0.458682,1.500258,0.967531
37.8,0.444991,1.497026,0.972659
37.9,0.429452,1.492909,0.977179
38.0,0.414455,1.488584,0.978649
38.1,0.399161,1.483972,0.981873
38.2,0.38257,1.479521,0.985706
38.3,0.364456,1.476074,0.990788
38.4,0.345308,1.472152,0.997609
38.5,0.325741,1.467774,1.003212
38.6,0.30715,1.46247,1.002565
38.7,0.287739,1.456259,1.004132
38.8,0.26649,1.450175,1.010476
38.9,0.245421,1.444062,1.018022
39.0,0.22475,1.43729,1.02518
39.1,0.204746,1.429708,1.032197
39.2,0.184395,1.422012,1.039959
39.3,0.164796,1.414158,1.047343
39.4,0.145284,1.406237,1.053413
39.5,0.126368,1.397911,1.0582
39.6,0.10846,1.389788,1.063518
39.7,0.091281,1.381586,1.06841
39.8,0.076027,1.37327,1.071972
39.9,0.06195,1.364096,1.074022
40.0,0.048851,1.355301,1.074211
40.1,0.038096,1.346755,1.072281
40.2,0.027011,1.338269,1.070242
40.3,0.016102,1.330021,1.069422
40.4,0.005698,1.321673,1.067531
40.5,-0.003218,1.313352,1.064484
40.6,-0.01258,1.30514,1.064475
40.7,-0.021519,1.297008,1.065857
40.8,-0.029261,1.290038,1.06744
40.9,-0.035844,1.283407,1.070133
41.0,-0.042759,1.277521,1.074516
41.1,-0.047788,1.271594,1.078256
41.2,-0.051017,1.265827,1.080663
41.3,-0.053324,1.259692,1.08013
41.4,-0.055535,1.253589,1.076877
41.5,-0.057629,1.247825,1.071649
41.6,-0.059676,1.242262,1.068451
41.7,-0.06133,1.237529,1.063504
41.8,-0.060129,1.232537,1.055429
41.9,-0.059011,1.227323,1.047497
42.0,-0.058289,1.222612,1.042325
42.1,-0.057098,1.21899,1.037931
42.2,-0.05447,1.21576,1.030997
42.3,-0.049365,1.212242,1.023361
42.4,-0.043034,1.208815,1.014365
42.5,-0.037149,1.202489,1.001151
42.6,-0.032357,1.191742,0.993434
42.7,-0.02747,1.179456,0.987188
42.8,-0.022195,1.167486,0.980399
42.9,-0.01672,1.157107,0.969985
43.0,-0.010695,1.148136,0.958485
43.1,-0.004951,1.138193,0.950513
43.2,-9.1e-05,1.127612,0.942966
43.3,0.004166,1.117581,0.933953
43.4,0.007578,1.108978,0.923752
43.5,0.01061,1.102215,0.909686
43.6,0.014197,1.096958,0.891935
