t,x,y,z
24.7,0.671403,0.678517,1.019474
24.8,0.672434,0.685326,1.017421
24.9,0.673969,0.692779,1.016605
25.0,0.676127,0.699349,1.014329
25.1,0.678628,0.705602,1.012353
25.2,0.681357,0.71292,1.015184
25.3,0.684227,0.71968,1.017176
25.4,0.687461,0.726545,1.020433
25.5,0.690725,0.732073,1.021205
25.6,0.69403,0.737777,1.023581
25.7,0.697563,0.74414,1.028042
25.8,0.701153,0.749874,1.029539
25.9,0.70461,0.754263,1.029162
26.0,0.707772,0.758702,1.029012
26.1,0.7105,0.762428,1.027808
26.2,0.713071,0.766813,1.029047
26.3,0.715319,0.771768,1.031908
26.4,0.717276,0.776578,1.035026
26.5,0.718708,0.779583,1.032421
26.6,0.719847,0.781855,1.031675
26.7,0.720602,0.785127,1.033162
26.8,0.72096,0.787985,1.034323
26.9,0.720888,0.79016,1.035841
27.0,0.72047,0.792285,1.038323
27.1,0.719661,0.794049,1.040569
27.2,0.718487,0.795293,1.042495
27.3,0.717037,0.795899,1.043001
27.4,0.715212,0.795351,1.039323
27.5,0.712974,0.795396,1.039078
27.6,0.710207,0.795163,1.038662
27.7,0.707033,0.793787,1.034409
27.8,0.703574,0.792375,1.031242
27.9,0.699607,0.790222,1.024223
28.0,0.695685,0.788402,1.017703
28.1,0.691987,0.788935,1.018599
28.2,0.688076,0.790427,1.019209
28.3,0.684011,0.79203,1.020365
28.4,0.679856,0.794675,1.022734
28.5,0.675467,0.797148,1.02289
28.6,0.670824,0.800291,1.025066
28.7,0.666261,0.804486,1.028395
28.8,0.661575,0.809011,1.029875
28.9,0.656778,0.814059,1.032827
29.0,0.651747,0.819314,1.034259
29.1,0.646626,0.824819,1.035672
29.2,0.641889,0.831209,1.036636
29.3,0.637243,0.83802,1.037139
29.4,0.632761,0.845294,1.036974
29.5,0.628393,0.852942,1.036344
29.6,0.62408,0.860323,1.033982
29.7,0.620017,0.867003,1.030036
29.8,0.616377,0.872915,1.023769
29.9,0.613091,0.878861,1.019013
30.0,0.610353,0.885462,1.016476
30.1,0.608034,0.892133,1.014217
30.2,0.606078,0.897551,1.012162
30.3,0.604257,0.901152,1.012535
30.4,0.602906,0.904464,1.014236
30.5,0.601799,0.908148,1.015295
30.6,0.598214,0.913689,1.018041
30.7,0.591883,0.920842,1.024878
30.8,0.584871,0.928652,1.031813
30.9,0.57858,0.93646,1.03626
31.0,0.57286,0.944264,1.039398
31.1,0.567551,0.951895,1.041391
31.2,0.563279,0.959055,1.041869
31.3,0.559342,0.966308,1.04308
31.4,0.555652,0.97362,1.044847
31.5,0.552396,0.980972,1.046203
31.6,0.549834,0.988192,1.046047
31.7,0.548043,0.995244,1.04595
31.8,0.546289,1.002279,1.046763
31.9,0.544712,1.00915,1.048087
32.0,0.54377,1.016035,1.04944
32.1,0.543235,1.022847,1.050381
32.2,0.543124,1.0296,1.050794
32.3,0.543408,1.036337,1.050019
32.4,0.545493,1.04242,1.043128
32.5,0.546501,1.048513,1.040947
32.6,0.546675,1.054704,1.040425
32.7,0.546934,1.060748,1.039043
32.8,0.546869,1.066824,1.039074
32.9,0.546354,1.072903,1.039601
33.0,0.546144,1.078552,1.038789
33.1,0.545356,1.083986,1.038685
33.2,0.545778,1.088729,1.03044
33.3,0.545128,1.092968,1.025454
33.4,0.541898,1.097365,1.026038
33.5,0.537609,1.101531,1.028129
33.6,0.532676,1.105627,1.030479
33.7,0.527301,1.10972,1.03255
33.8,0.523013,1.113231,1.028153
33.9,0.518345,1.115955,1.025221
34.0,0.513149,1.118416,1.023114
34.1,0.507249,1.120768,1.022087
34.2,0.500905,1.122833,1.022645
34.3,0.493082,1.124925,1.025895
34.4,0.485258,1.126635,1.027599
34.5,0.476984,1.127994,1.030102
34.6,0.468723,1.128951,1.031741
34.7,0.460022,1.129753,1.034022
34.8,0.451519,1.13044,1.034708
34.9,0.442541,1.131005,1.037027
35.0,0.433201,1.131718,1.039306
35.1,0.424053,1.132256,1.040304
35.2,0.414899,1.132674,1.040162
35.3,0.404717,1.133351,1.041362
35.4,0.395132,1.133912,1.038719
35.5,0.385066,1.134466,1.038151
35.6,0.374737,1.135127,1.036201
35.7,0.363859,1.135743,1.035587
35.8,0.351802,1.137135,1.036929
35.9,0.340142,1.138754,1.035088
36.0,0.328399,1.140694,1.034403
36.1,0.315941,1.143016,1.03538
36.2,0.304579,1.145272,1.032898
36.3,0.293152,1.147622,1.032199
36.4,0.281207,1.150649,1.03333
36.5,0.26951,1.154458,1.03513
36.6,0.258239,1.158542,1.037584
36.7,0.24789,1.162756,1.037218
36.8,0.239185,1.167047,1.034097
36.9,0.230855,1.171786,1.032637
37.0,0.222865,1.177105,1.030718
37.1,0.215926,1.182514,1.026931
37.2,0.210554,1.187728,1.020419
37.3,0.204683,1.193538,1.016214
37.4,0.19851,1.199693,1.015781
37.5,0.191344,1.20667,1.01912
37.6,0.184762,1.213797,1.022325
37.7,0.179213,1.220691,1.025321
37.8,0.175638,1.227037,1.023312
37.9,0.172689,1.232924,1.021882
38.0,0.169815,1.238966,1.021076
38.1,0.167315,1.244895,1.021567
38.2,0.16466,1.251206,1.023629
38.3,0.162056,1.25767,1.026573
38.4,0.159917,1.263868,1.02942
38.5,0.158868,1.269639,1.030926
38.6,0.15832,1.275046,1.032631
38.7,0.159119,1.279967,1.029903
38.8,0.160244,1.284165,1.02875
38.9,0.160604,1.288301,1.030379
39.0,0.161498,1.292227,1.030556
39.1,0.165387,1.29502,1.021429
39.2,0.16797,1.297594,1.020105
39.3,0.17006,1.300279,1.018765
39.4,0.174004,1.302406,1.010426
39.5,0.177384,1.30387,1.008408
39.6,0.178275,1.305545,1.011833
39.7,0.178535,1.306868,1.01654
39.8,0.17857,1.307373,1.021117
39.9,0.178986,1.306821,1.024102
40.0,0.179027,1.305461,1.026746
40.1,0.178102,1.303436,1.029603
40.2,0.176428,1.300555,1.030995
40.3,0.174637,1.296515,1.030665
40.4,0.170909,1.291976,1.032301
40.5,0.166772,1.286753,1.031829
40.6,0.161518,1.28109,1.032801
40.7,0.15566,1.274774,1.031968
40.8,0.148738,1.267965,1.031118
40.9,0.141026,1.260391,1.028882
41.0,0.131512,1.252446,1.02754
41.1,0.120942,1.24387,1.02619
41.2,0.108167,1.235082,1.027222
41.3,0.095071,1.225614,1.026151
41.4,0.081327,1.215582,1.025079
41.5,0.067245,1.20496,1.022455
41.6,0.052865,1.193825,1.018619
41.7,0.037284,1.182729,1.016128
41.8,0.021271,1.171346,1.012367
41.9,0.00569,1.159612,1.005637
42.0,-0.009322,1.147832,1.00095
42.1,-0.023314,1.135869,1.001361
42.2,-0.037045,1.124107,1.004086
42.3,-0.051262,1.111228,1.007296
42.4,-0.067731,1.093973,1.016147
42.5,-0.084504,1.075868,1.023834
42.6,-0.10029,1.05857,1.029776
42.7,-0.115175,1.042038,1.034268
42.8,-0.12928,1.026525,1.036435
42.9,-0.142046,1.012261,1.036037
43.0,-0.153251,0.999371,1.033341
43.1,-0.163842,0.986215,1.033828
43.2,-0.173842,0.97311,1.0358
43.3,-0.182677,0.96113,1.035552
43.4,-0.190178,0.950536,1.033814
43.5,-0.197058,0.939592,1.034901
43.6,-0.202796,0.929017,1.035887
43.7,-0.20726,0.919087,1.037352
43.8,-0.210673,0.909607,1.037988
43.9,-0.212899,0.900752,1.038504
44.0,-0.214104,0.892145,1.039292
44.1,-0.214382,0.883656,1.040776
44.2,-0.213627,0.87567,1.042008
44.3,-0.212046,0.86792,1.042848
44.4,-0.209698,0.860199,1.044057
44.5,-0.206611,0.853516,1.041436
44.6,-0.203264,0.846376,1.041631
44.7,-0.199603,0.839382,1.040662
44.8,-0.195833,0.832647,1.039837
44.9,-0.191952,0.825897,1.039932
45.0,-0.187962,0.819194,1.040275
45.1,-0.184236,0.81237,1.042513
45.2,-0.180725,0.805864,1.044326
45.3,-0.17711,0.80108,1.041494
45.4,-0.173783,0.796482,1.040604
45.5,-0.171209,0.791826,1.039927
45.6,-0.169285,0.787057,1.039822
45.7,-0.168177,0.782608,1.03871
45.8,-0.168116,0.777396,1.040124
45.9,-0.168468,0.773152,1.035498
46.0,-0.168844,0.77052,1.025234
46.1,-0.169999,0.767506,1.016334
